Client Account,Job Client,Job Number,Job Type,Job CRN,Job Tags,Job Status,Serial Number,Client Tag,Asset Tags,Requested By,Requested Date,Finished Date,Invoice Status,Job Number,CustomerPONumber,DatePosted,PaymentStatus,Comment,Model,LocationType,Location CRN,Location CRN2,Location Name,Street Address,Suburb,State,PostCode,Notes,Line Items,Line Items Per Unit Ex. Gst,Total Ex. Gst,GST,Total
SKOPE Industries,SKOPE INDUSTRIES,SIL-1300772R,Repair,,,Completed Successfully,HA231118704,,,Manager,3/06/2024 10:10:00 AM,3/06/2024 2:21:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,HB85,Outlet,,,7-Eleven,670 New Canterbury Road,Hurlstone Park,NSW,2193,"found thermostat set high, red iced setpoint. teated, cabinet dropping below 4deg.","Call Out,Labour","70.0000,80.0000",150.0000,15.00,165.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1300793R,Repair,,,Completed Successfully,A240121277,,,Wade - 61410556568,3/06/2024 10:16:00 AM,17/06/2024 10:18:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,SKT650,Outlet,,,RACP, 1 O'Connor St,Sydney,NSW,2000,"Attended site with replacement door handle, screws and handle anchor points. Removed old damaged anchor points. Installed new anchor points with screws. Affixed new door handle to anchor points and locked into place. Tested door handle. Handle firmly secured. Fridge now working as intended.","Call Out,Labour,DOOR HANDLE WITH BRACKETS","75.0000,85.0000,0.0000",160.0000,16.00,176.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1300822R,Repair,,,Futile,QA220110053,,,MIKE - SITE,3/06/2024 10:57:00 AM,25/06/2024 12:32:02 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,4 DR PIZZA CABINET,Outlet,,,Cafe63 Yeppoon,64-67 James Street,Yeppoon,QLD,4703,"Inspected cabinet moved side panels of to inspect.
Found dissipating tray overflowing due to excess water coming from
the cabinet when being used in high command.
When the prep fridge is not being used the fridge works fine.
Either a drain pump is to be fitted or adequate drainage. Refite panels
put prep fridge back into place.
No fault with the operation of the fridge itself.","Call Out,Labour","80.0000,100.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1300849R,Repair,,,Completed Successfully,A230617615,,,Patrick - Skope,3/06/2024 11:21:00 AM,6/06/2024 5:02:59 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,PG400,Outlet,,,Star Hotels Twin Cities Townsville,14 Hervey Range Road,Thuringowa Central,QLD,4817,"Found controller switching off.
locate and replace On/Off switch.
cabinet to be monitored. 
Skope to decide to supply genuine switch or leave replacement as fitted and picture taken.
Note. generic switch fitted.","Call Out,Labour,LIGHT SWITCH,Labour","30.0000,60.0000,9.0000,120.0000",219.0000,21.90,240.9000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1300853R,Repair,,,Completed Successfully,QA220110022,,,Sharllene - Flexitkitch.,3/06/2024 11:30:00 AM,4/06/2024 2:31:35 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ReFlex 3 Door Pizza Preparation Fridge,Outlet,,,Olmate's Thornbury,779 High Street,Thornbury,VIC,3071,"Arrive to site 
found water dripping from bottom of case
removed deck and found water pooling in evap pan and not drain, sucked through unblocked drain line 
all ok no more water leaks","Call Out,Labour","85.0000,71.2500",156.2500,15.63,171.8800
SKOPE Industries,SKOPE INDUSTRIES,SIL-1300855R,Repair,,,Completed Successfully,HA221010138,,,Anita - 61416297404,3/06/2024 11:34:00 AM,7/06/2024 4:09:49 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,1 DOOR,Outlet,,,The Queens Gladstone,125 Goondoon Street,Gladstone Central,QLD,4680,"Carried out service on kitchen fridge
Cleaned condensor and compressor compartment
unit at 4 degrees upon completion.",Labour,272.7200,272.7200,27.27,299.9900
SKOPE Industries,SKOPE INDUSTRIES,SIL-1300929R,Repair,e4ab662a,,Futile,3002883111501015,,,Michelle Bowman ,3/06/2024 1:07:04 PM,14/06/2024 5:38:31 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,1 DR SOLID UPRIGHT FREEZER,Outlet,,,BlueCare, 2 Charles Street,Toogoolawah,QLD,4313,"Checking Skope 1 door upright Freezer making a nose and found that the unit had been dropped - noise had been there
since it was delivered in April. Getting worse.
Doors are not closing properly causing it to ice up.
Pipes are kinked and could break if we try to straighten them.
Photos and video attached","Call Out,Labour","100.0000,385.0000",485.0000,48.50,533.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1301172R,Repair,,,Completed Successfully,5060883090601163,,,Zach,4/06/2024 9:10:00 AM,4/06/2024 3:00:25 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ReFlex 2 Solid Door Underbench Fridge,Outlet,,,Guzman y Gomez - Gympie DT,115 River Road,Gympie,QLD,4570,"Travel to site and gain access to system.

Find system to be brand new, no stock. Store hadn’t opened yet.

Set up SCS info for SCS track and complete download.

Check parameters and find fridge set to 10° with a 3° differential.

Suspect improper commissioning or someone changed setpoint after install as factory setting was no longer present.

Reset to correct parameters and test, all ok.","Call Out,Labour,Travel Time","80.0000,80.0000,80.0000",240.0000,24.00,264.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1301180R,Repair,,,Completed Successfully,3006883112102003,,,Jonathan - Skope,4/06/2024 9:28:00 AM,5/06/2024 8:34:45 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR SOLID UPRIGHT FREEZER,Outlet,,,Lochinvar Public School,95 New England Highway,Lochinvar,NSW,2321,Attend site to find no evidence of any condensation around exterior door handles. Access controller & raised setpoint to -20°c. Ambient temps locally are 5°c and 100% RH currently. Left running ok.,"Call Out,Labour","85.0000,85.0000",170.0000,17.00,187.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1301186R,Repair,,,Completed Successfully,A230718148,,,Breanna - Site,4/06/2024 9:34:00 AM,16/06/2024 2:36:08 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,PG400,Outlet,,,Bateau Bay Hotel,65 Lumby Drive,Bateau Bay,NSW,2261,"Jeffery O'Connor (05/06/2024) - Work Note
- Attended site
- Removed cassette
- Adjusted power box bracket, discharge pipework, evaporator slide and condenser support
- Re installed
- Monitor - OK
Customer to monitor and advise if any further issues.","Call Out,Labour","110.0000,150.0000",260.0000,26.00,286.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1301519R,Repair,,,Completed Successfully,220900617M,,,Phil - Skope,4/06/2024 11:38:00 AM,7/06/2024 9:19:07 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,IR-EFNL,Outlet,,,Ribbons & Bows Cakes, 79 Gawan Loop,Coburg North,VIC,3058,Attended site for blast freezer making loud noise. Could hear a bit of a noise coming from the compressor but it was not as loud as it normally is. Need to return and give them a couple of hours notice so they can get it running at the normal conditions that they have it at. Checked sump heater and compresser readings and they are fine.,"Call Out,Labour,Labour","85.0000,190.0000,95.0000",370.0000,37.00,407.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1301886R,Repair,27a2fa10,,Futile,A230316444,,,Andy ,4/06/2024 12:27:22 PM,5/06/2024 10:29:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,BBN 4 DR GLASS SLIDING,Outlet,,,Mona Vale Golf Club, 3 Golf Avenue,Mona Vale,NSW,2103,"Attended site to look at fridge where door was hitting sensor, found that this fridge has been built into an alcove in the bar sitting on top of a concrete slab with no feet or wheels. They have built the fridge in so it is sitting on the front door brackets And after putting weight in fridge it has pushed the bracket up to a point where the door is not sitting correctly. This is a non-warranty issue. The builder will need to come back and pull the fridge forward so it’s not sitting on the brackets, unable to do so myself as it has been built in.","Call Out,Labour","75.0000,85.0000",160.0000,16.00,176.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302049R,Repair,d372a44a,,Completed Successfully,HA210916213,,,Grant Barlow ,4/06/2024 1:02:25 PM,20/06/2024 3:22:58 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ActiveCore TMF650N 1 Door Freezer,Outlet,,,Synergy Method, 71 Kenny Street,Wollongong,NSW,2500,"No power to door heater, heater control module faulty.

Replaced heater supply. sensor not sent.
cabinet had dirty condenser, alr 23 fault on arrival","Call Out,Labour,Labour","70.0000,80.0000,80.0000",230.0000,23.00,253.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302161R,Repair,,,Completed Successfully,2205000468272,,,Manpreet,4/06/2024 12:20:00 PM,27/06/2024 1:57:26 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ITV Gala NG45A R290,Outlet,,,SPICE IN THE VALLEY,55 Benara Road,Caversham,WA,6055,"Work Completed
05/06/2024
Arrived onsite, found ice machine out on too long production timeout fault. Reset machine and ran through a cycle, found harvest assist
probe to be faulty and needs replacing.
21/06/2024
Arrived on site and located ice machine turned off. Removed and replaced faulty evaporator sensor and then turned on. Found bin full
led coming on despite there being a small amount of ice in the bin. Investigated and found the bin thermostat to be faulty. Bridged out
thermostat and tested. Watched unit run and produce a good load of ice then turned off.
27/06/2024
Arrived onsite, replaced bin thermostat and ran ice machine through a cycle of ice.","Call Out,Labour,Labour,Labour,Harvest Assist Probe,[ITV-274]STORAGE BIN THERMOSTAT","90.0000,67.5000,112.5000,90.0000,0.0000,0.0000",360.0000,36.00,396.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302163R,Repair,,,Completed Successfully,3002881102203029,,,LUKE - SKOPE,4/06/2024 12:21:00 PM,27/06/2024 10:28:22 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,1 DR SOLID UPRIGHT FREEZER,Outlet,,,Resonance Health Analysis Servicesa,3 Brodie-Hall Drive,Bentley,WA,6102,"Arrived on site and located freezer. Customer reports use dripping from top of unit and pooling in base of freezer. Checked over operation and confirmed unit not iced up and water draining ok into condensate tray on defrost. Found condensation forming around the outside of the unit. Checked controller parameters and statistics. Recommend replacing freezer cabinet to unit seal. Took photos of condensation for Skope to review. May be an issue with humidity in lab if air con is on heating in cooler months.
Attended site, isolated power to freezer, disconnected all electrics and lifted deck up to access seal, removed existing seal, removed any ice and dried up water then fit new seal, refit unit, wired back up then turned freezer on. Job completed.","Call Out,Labour,Labour,KN-GKT12721 GASKET – CASSETTE SEALING","90.0000,67.5000,112.5000,0.0000",270.0000,27.00,297.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302166R,Repair,,,Completed Successfully,5012889052002052,,,Warren - Skope,4/06/2024 2:23:00 PM,20/06/2024 12:58:39 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 SOLID DOOR UPRIGHT FRIDGE/FREEZER,Outlet,,,Bakers Delight Fig Tree,Cnr Princes Highway & The Avenue,Figtree,NSW,2525,Bring unit temp up so the cover could be removed as it was stuck in ice. installed retrofit kit. cleared large amount of flour from drain. uploaded new parameters.,"Call Out,Labour,RF7UPF-RETROFIT-KIT                         RF7-UPF V3 RETRO KIT TRAY WARM","70.0000,160.0000,0.0000",230.0000,23.00,253.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302423R,Repair,,,Completed Successfully,A231220800,,,Zach,5/06/2024 8:58:00 AM,7/06/2024 3:15:37 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,3 Door Counterline Under bench Fridge,Outlet,,,Guzman y Gomez - Gympie DT,115 River Road,Gympie,QLD,4570,"04/06/2024
Travel to site and gain access to system.
In arrival find the centre door catching on the top side of the fridge during opening and closing.
Observe scratches on the top that would indicate the bench supports had been wound down on the top of the fridge. Check with a 
level and find the front section of the fridge bent down off level where the scratches were.
Wind down the foot of the bench and find it to not sit level, suspect someone over wound it to try and get it to sit flat, which bent 
the top of the fridge out of shape.
With a little door adjustment and some leverage on the top, open up the gap sufficiently to allow the door to track correctly.
The doors were plumb level and the fridge is brand new. I believe this to be an issue with the bench install above, not a manufacturer 
defect.","Call Out,Labour","80.0000,80.0000",160.0000,16.00,176.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302485R,Repair,,,Futile,5061881092601086,,,Leo,5/06/2024 10:21:00 AM,7/06/2024 9:44:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,3 DR SOLID UNDERBENCH FRIDGE,Outlet,,,Little Coogee,Parramatta Park ,Parramatta,NSW,2150,"Attended site to look at fridge tripping power, difficult access to unit, had to speak to multiple people on site, found the fridge had water damage to it. Staff advised that floors get hosed every night. Found traces of water inside electrical box also found that the original cord had been swapped as well as the original three pin plug to an aftermarket this is not waterproof. There’s also water inside of this, this is a non-warranty issue.","Call Out,Labour","75.0000,127.5000",202.5000,20.25,222.7500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302492R,Repair,,,Futile,A210914111,,,Caterlink,5/06/2024 8:27:00 AM,7/06/2024 1:13:25 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,OD1100,Outlet,,,St John of God Subiaco Hospital,12 Salvado Road,Subiaco,WA,6008,"07/06/2024
Arrived onsite, cannot fault fridge, evaporator coil is clear, fans working, drain is clear.","Call Out,Labour","90.0000,45.0000",135.0000,13.50,148.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302494R,Repair,,,Completed Successfully,HA230917154,,,Breanna,5/06/2024 10:35:00 AM,28/06/2024 8:46:38 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ActiveCore BME1200N-A 2 door Refrigerator,Outlet,,,Greta Workers Sports & Recreation Club,2 West Street,Greta,NSW,2334,"Angus McCook (26/06/2024) - Work Note
- Attended site.
- Removed old door handle.
- Fitted new mounting kit and handle.
- Tested.
- Monitored - all okay
Left system operating satisfactorily.","Call Out,Labour,DOOR HANDLE WITH BRACKETS ( SEE PHOTOS )","110.0000,60.0000,0.0000",170.0000,17.00,187.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302495R,Repair,,,Completed Successfully,HA210512450,,NEW BUSINESS,Mel from site,5/06/2024 10:38:00 AM,7/06/2024 7:31:39 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,JJ's Bakery Launceston Jjs Cit,   15 Racecourse Cres,LAUNCESTON,TAS,7250,Unblock Internal drain in Deck.,Labour,105.0000,105.0000,10.50,115.5000
SKOPE Industries,SKOPE INDUSTRIES,SFA-1302773R,Repair,,,Completed Successfully,210600331M,,,Bobby-Leigh - Service,5/06/2024 4:59:00 PM,12/06/2024 9:47:43 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,Irinox-EasyFresh-Next- M,Warehouse,32efd410-588e-4bce-9c4b-122f931b918c,,PFM WAREHOUSE - VIC - DANDENONG SOUTH,1/81-97 Princes Hwy,Dandenong South,VIC,3175,"Spoke to warehouse, about parts. They have no idea. Had to speak to skope. Skope reached to warehouse. Warehouse found the unit. Acquired parts.","Labour,Call Out","95.0000,85.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302781R,Repair,,,Completed Successfully,5061883072601193,,,Mark - Tech,5/06/2024 5:21:00 PM,7/06/2024 8:00:43 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,3 DR SOLID UNDERBENCH FRIDGE,Outlet,,,Emme James Street,22 James Street,Fortitude Valley,QLD,4006,Travelled to site and found cabinet up in 15 degrees. Found set point on 10 degrees. Conducted firmware update and loaded latest parameters. Ran and tested. Found filter dirty. Cleaned filters on all cabinets and ran and tested.,"Call Out,Labour,Consumables","90.0000,135.0000,10.0000",235.0000,23.50,258.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302782R,Repair,,,Completed Successfully,8014881061101059,,,Jessica - Site,5/06/2024 3:30:00 PM,7/06/2024 9:32:43 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,RF8.CBR.2,Outlet,,,Dome, 163 The Esplanade,Scarborough,WA,6019,"Arrived on site and located slimline fridge unplugged. Megger tested and found reading straight DTE. Investigated and found the evaporator fan feed connection to be faulty. Replaced and used heat shrink to seal from any moisture. Tested operation and ensured temperature was dropping steadily, all ok. Fridge was down at 10°C when leaving","Call Out,Labour,Travel Time,Consumables","90.0000,157.5000,0.0000,15.0000",262.5000,26.25,288.7500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302788R,Repair,99608135,,Completed Successfully,HA220110186,,WARRANTY VOIDED,charles@daiwafood.com.au,5/06/2024 8:29:07 PM,17/06/2024 10:35:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,TMF1000 - ActiveCore Freezer,Outlet,,,Ichiba Japanese Grocery, 129 Blaxland Road,Ryde,NSW,2112,"Attended site to look at freezer that had warmed up is now displaying -18 but actually temp through app is -14 controller also having some inconsistency with sending power to evaporator fan and other issues will need to replace controller, evap probe and return air temp probe.
Returned to site with new controller and probe installed and tested all now working as they should. Set all parameters.","Labour,controller,Return air probe,evap probe,Call Out,Labour","85.0000,0.0000,0.0000,0.0000,75.0000,85.0000",245.0000,24.50,269.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302868R,Repair,,,Completed Successfully,3006883062801054,,,Practical Products,6/06/2024 7:54:00 AM,18/06/2024 2:52:46 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR SOLID UPRIGHT FREEZER,Outlet,,,Kickin'Inn - Perth CBD,10 Telethon Avenue,Perth,WA,6000,"Arrived on site and located freezer running at 1°C. Investigated and found the evaporator coil icing up. De iced and investigated cause. Turned on and found the evaporator fan motor getting jammed on a broken blade. Removed broken part and fan now spinning. Need to replace the fan blade for this unit. Monitored operation of freezer and ensured temperature dropping steadily
Arrived on site and located freezer on -16°C. Removed evaporator box and replaced faulty evaporator fan blade. Tested operation and then refit box, all ok.","Call Out,Labour,Labour,EVAP FAN BLADE.","90.0000,90.0000,67.5000,0.0000",247.5000,24.75,272.2500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302899R,Repair,,,Completed Successfully,HA220514061,,,Paul,6/06/2024 10:51:00 AM,17/06/2024 12:13:10 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,Sparrow Early Learning Ashgrove," 240 Waterworks Rd, Ashgrove QLD 4060",Ashgrove,QLD,4060,"Travelled to site and found unit running but struggling to get to temperature and sitting on 9 degrees. Checked and found unit with correct gas charge but compressor inefficient. 
New cyclone unit required.
Travelled to site with new deck and swapped. Ran and tested and checked internal temperature. O.K.","Call Out,Labour,Labour,Travel Time,Consumables","90.0000,90.0000,135.0000,45.0000,10.0000",370.0000,37.00,407.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302903R,Repair,,,Completed Successfully,HA220514495,,,John - Site,6/06/2024 8:56:00 AM,13/06/2024 10:38:55 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,TMF1000 - ActiveCore Freezer,Outlet,,,Rump Shakers,20 Abernethy Road,Byford,WA,6122,"07/06/2024
Arrived on site and located freezer turned off. Turned on and found unit to start up and run. Checked over history and found multiple
door open alarms. Found after 10min temperature has hardly dropped. Checked temperature of discharge and found running at only
30 C. Compressor running at 2.5A and suction with no cooling. Suspect unit has a gas leak and will need a deck swap. Have left turned
off.
13/06/2024
Carried out deck swap on 2 door freezer, made sure temperature is coming down.","Call Out,Labour,Travel Distance,Labour","90.0000,45.0000,7.6000,67.5000",210.1000,21.01,231.1100
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302904R,Repair,,,Completed Successfully,HA210612755,,,Breenna - 0403674251,6/06/2024 10:56:00 AM,13/06/2024 4:03:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,St Josephs Regional Canteen, 1 College Drive,Port Macquarie,NSW,2444,"Attend site to investigate fridge door not closing. Sign in to school, found door tensioner loose and door closing fully. Adjust door tensioner and test operation. All ok.
Check seal fitment. All ok.","Call Out,Labour","50.0000,142.5000",192.5000,19.25,211.7500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1302946R,Repair,,,Completed Successfully,A230617424,,,Tracy (Dakin Refrigeration),6/06/2024 12:15:00 PM,24/06/2024 1:04:19 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,CL.3,Outlet,,,Levee Food Co,27 Seaport Boulevard,Launceston,TAS,7250,"1st Call:
Check cabinet, advise needs new control.

2nd Call:
Replace controller and programmed.","Call Out,Labour,CONTROLLER","100.0000,100.0000,0.0000",200.0000,20.00,220.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303064R,Repair,7f34443c,,Completed Successfully,2206000491819,,,Anh Nguyen ,6/06/2024 1:02:31 PM,11/06/2024 8:56:54 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,GALA,Outlet,,,"Hey, Crois!", 650 Wickham Street,Fortitude Valley,QLD,4006,"Travelled to site and found machine not running. Found unit with LED 4 flashing meaning probe faulty. Replaced with temporary probe and ran and tested. 
Bobby please send probe so it can be replaced.","Call Out,Labour,Consumables,PROBE","90.0000,135.0000,10.0000,0.0000",235.0000,23.50,258.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303139R,Repair,4781ac40,,Completed Successfully,HA230916690,,,Kaitlyn O'Shannessy ,6/06/2024 2:26:05 PM,13/06/2024 2:33:46 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,Goodstart Early Learning Centre,140 Bentons Road,Mount Martha,VIC,3934,"Attended site and checked over the Skope Display. 
isolated the cabinet and removed the front panel and noticed the cabinet lights terminal was not connected. Connected the terminal up to the switch and insured the terminals were tight and secure. 
Re-energise the system and insure the lights are working correctly. Checked over the condensing unit and found no noise.","Call Out,Labour","90.0000,90.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303188R,Repair,,,Completed Successfully,A230416671,,,KFC,6/06/2024 4:48:00 PM,8/06/2024 1:14:37 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,SKB900-A,Outlet,,,KFC - Hurstville Central,225H Forest Rd,Hurstville,NSW,2220,No fridge at this site as per Lola (manager),"Call Out,Labour","70.0000,80.0000",150.0000,15.00,165.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303189R,Repair,,,Completed Successfully,A230416751,,,Adam,6/06/2024 4:51:00 PM,11/06/2024 10:44:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,OD460,Outlet,,,Ampol Foodary Eastern Creek Eastbound,Western Motorway M4,Eastern Creek,NSW,2766,Attended site to look at fridge not holding temp found fridge to be at temp on arrival checked over fridge completely and found no fault. This may have been a controller glitch have tracked fridge to see if issue comes back if it does suggest replacing controller.,"Call Out,Labour","75.0000,85.0000",160.0000,16.00,176.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303190R,Repair,,,Completed Successfully,HA220413430,,,Jim & Katie,6/06/2024 4:56:00 PM,21/06/2024 2:50:55 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,Bluebird Kitchen and Smokehouse, 130 Palmerin Street,Warwick,QLD,4370,"05/06/2024 JON P
Attended site and met with client.
Found 2 door Skope fridge with noisy fan. Removed cover and found evaporator iced up and hitting fan.
Advised to defrost and we will quote to repair.
Client happy with this. Packed up and left site.
07/06/2024 ALEX
Attended site to investigate iced up fridge. Found coil completely blocked with ice. Suspect door has been left open or blocked up
drain caused ice up. Clear drain with cable and spoke with staff about leaving fridge off for a few days to defrost. Advised will
return to dude to inspect after it’s defrosted.
12/06/2024 JON P & NICK
Attended site and checked two door fridge. They was no ice in the evaporator coil and fridge was running. Fridge was at
temperature. Fitted cover properly and advised to keep eye on it over the next little while. Client advised that there are times when
stock falls inside the fridge and holds door open which may be causing it to ice up.
Packed up and left site.","Call Out,Labour","130.0000,390.0000",520.0000,52.00,572.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303576R,Repair,,,Futile,SK4523060340,,,Brent,7/06/2024 7:07:00 AM,13/06/2024 4:57:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,RF6.UBF.1,Outlet,,,Dough Balls - Rundle Place,77-91 Rundle Mall,Adelaide,SA,5000,"Attended site. Located freezer in behind bar area. Found unit running and ALr 9 displaying on controller. Accessed skope app and logged onto fridge. Found alarm to be product over temp. Temperature in cabinet sitting on 23°. Moved unit out to access back. Found compressor to be extremely hot to touch. Discharge line very hot and liquid line to be room temperature. No sign of cooling in system. Do not have a piercing valve to check gas levels but suspect there to be no gas in system. Unit would need to be removed from site to work on as to dangerous onsite with R290 gas.  Would replace compressor as precaution as could be damaged by heat.  Spoke with bobby from skope, was told that they would talk to warranty team to see what they wanted to do with the freezer.","Call Out,Labour","80.0000,80.0000",160.0000,16.00,176.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303747R,Repair,,,Completed Successfully,HA231118796,,,7 ELEVEN,7/06/2024 12:03:00 PM,14/06/2024 11:07:34 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,HB85,Outlet,,,7 Eleven - Ashwood,475-479 Warrigal Road,Ashwood,VIC,3147,"Joseph Giovino (11/06/2024) - Work Note
Arrived on site at 7-eleven Ashwood. Upon arrival customer has informed me they canceled the job on Friday due to the
fridges correctly working with no faults. They have also told me they didn’t know how to use the thermostat for these
particular fridges this was why the fridges were not getting down to correct temperature values. They had the thermostat
set to 3 I have pulled it back to factory default settings which is 2 on these fridges. Made sure fridges were getting down
to correct temperatures.","Call Out,Labour","90.0000,90.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303795R,Repair,,,Completed Successfully,5064889052002158,,,Caterlink,7/06/2024 10:28:00 AM,5/07/2024 9:55:44 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,3 DR SOLID UNDERBENCH FREEZER,Outlet,,,Kwik Koffee Bellevue,41 Norman Street,Bellevue,WA,6056,Balance not paid,Other,0.0000,0.0000,0.00,0.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303859R,Repair,d5ea55f7,,Completed Successfully,5062881081601169,,,Ryan ,7/06/2024 11:13:32 AM,17/06/2024 11:58:55 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,4 DR SOLID UNDERBENCH FRIDGE,Outlet,,,Upper Reach Winery & Restaurant, 77 Memorial Avenue,Baskerville,WA,6056,"11/06/2024
Arrived to find cabinet running at 2.4degrees, watched unit run for a while and found temperature struggling to drop. Accessed Skope
app and noticed while unit running I had a very low discharge temperature and again cabinet temperature struggling to get to set point.
Refreshed the controller and waited on site to see if unit would cycle at temp, unit took over 30mins to drop down from 3.5degrees to
1degree set point. I believe the system has either a tiny refrigerant leak or blockage, will need to replace deck. *Skope to supply new
deck. Left site.
17/06/2024
Arrived onsite, carried out deck swap. Made sure fridge came down to temperature.","Call Out,Labour,Labour","90.0000,112.5000,67.5000",270.0000,27.00,297.0000
